国家代码,时间,大类项目代码,是否为东道国,某年整个奥林匹克参与人次,某年整个大类参与人次,某年某国某大类参与人次,该大类项目的细分项目event数量,该国该项目运动员金牌获奖频率,该国该项目运动员银牌获奖频率,该国该项目运动员铜牌获奖频率,明星运动员个数,新星运动员个数,平均运动生涯时间,实际当年其国某项目金牌数量,实际当年其国某项目银牌数量,实际当年其国某项目铜牌数量
DEN,1992,CTR,0,12594,236,8,4,0.09411764705882353,0.047058823529411764,0.08235294117647059,6,0,0.0,0,0,5
DEN,1992,EVE,0,12594,152,1,1,0.0,0.03571428571428571,0.03571428571428571,0,0,0.0,0,0,0
DEN,1992,EDR,0,12594,87,7,2,0.0,0.08823529411764706,0.0,6,0,0.0,0,0,0
DEN,1992,BDM,0,12594,212,10,4,0.0,0.0,0.0,0,0,4.0,0,0,1
DEN,1992,BOX,0,12594,305,4,4,0.014285714285714285,0.07142857142857142,0.07142857142857142,0,0,0.0,0,0,1
DEN,1992,SWM,0,12594,1603,29,18,0.015625,0.0703125,0.03125,28,0,0.0,0,0,0
DEN,1992,EJP,0,12594,157,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DEN,1992,ATH,0,12594,2019,3,3,0.0,0.005681818181818182,0.011363636363636364,0,0,0.0,0,0,0
DEN,1992,ARC,0,12594,238,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
DJI,1992,ATH,0,12594,2019,5,4,0.0,0.0,0.16666666666666666,4,0,0.0,0,0,0
DJI,1992,SAL,0,12594,398,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DJI,1992,JUD,0,12594,433,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
DOM,1992,BSB,0,12594,135,15,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DOM,1992,BOX,0,12594,305,5,5,0.0,0.0,0.0,0,0,0.0,0,0,0
DOM,1992,VBV,0,12594,31,1,1,0.0,0.0,0.3333333333333333,1,0,0.0,0,0,0
DOM,1992,JUD,0,12594,433,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
DOM,1992,WLF,0,12594,244,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
DOM,1992,WRG,0,12594,187,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,1992,TTE,0,12594,243,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,1992,ATH,0,12594,2019,7,7,0.0,0.0,0.0,0,0,4.0,0,0,0
ECU,1992,JUD,0,12594,433,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,1992,SWM,0,12594,1603,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,1992,CTR,0,12594,236,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,1992,SHO,0,12594,562,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ECU,1992,CRD,0,12594,313,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,1992,HBL,0,12594,266,11,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,1992,FEN,0,12594,449,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,1992,HOC,0,12594,271,10,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,1992,FBL,0,12594,214,13,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,1992,MPN,0,12594,115,6,2,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,1992,WLF,0,12594,244,5,4,0.10204081632653061,0.04081632653061224,0.04081632653061224,0,0,0.0,0,0,0
EGY,1992,SWM,0,12594,1603,6,6,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,1992,JUD,0,12594,433,3,3,0.0,0.1111111111111111,0.0,6,0,0.0,0,0,0
EGY,1992,BOX,0,12594,305,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,1992,TTE,0,12594,243,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,1992,WRG,0,12594,187,3,3,0.025,0.025,0.05,0,0,0.0,0,0,0
EGY,1992,SHO,0,12594,562,6,4,0.0,0.0,0.0,0,0,0.0,0,0,0
EGY,1992,EJP,0,12594,157,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ESA,1992,ATH,0,12594,2019,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ESA,1992,SWM,0,12594,1603,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
ESA,1992,JUD,0,12594,433,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GEQ,1992,ATH,0,12594,2019,8,8,0.0,0.0,0.0,0,0,4.0,0,0,0
EST,1992,WRF,0,12594,184,2,2,0.18181818181818182,0.09090909090909091,0.0,0,0,0.0,0,0,0
EST,1992,CRD,0,12594,313,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,1992,ROW,0,12594,647,7,3,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,1992,ATH,0,12594,2019,5,5,0.0,0.037037037037037035,0.037037037037037035,0,0,0.0,0,0,0
EST,1992,SAL,0,12594,398,4,3,0.0,0.0,1.0,0,0,0.0,0,0,2
EST,1992,WRG,0,12594,187,2,2,0.13043478260869565,0.0,0.17391304347826086,0,0,0.0,0,0,0
EST,1992,FEN,0,12594,449,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,1992,ARC,0,12594,238,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,1992,SWM,0,12594,1603,9,7,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,1992,SHO,0,12594,562,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,1992,JUD,0,12594,433,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,1992,CTR,0,12594,236,1,1,0.0,0.0,0.0,0,0,0.0,1,0,0
EST,1992,TTE,0,12594,243,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,1992,MPN,0,12594,115,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
EST,1992,CSP,0,12594,446,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ETH,1992,ATH,0,12594,2019,17,9,0.06493506493506493,0.012987012987012988,0.05194805194805195,0,0,0.0,1,0,2
ETH,1992,CRD,0,12594,313,7,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIJ,1992,JUD,0,12594,433,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
FIJ,1992,SWM,0,12594,1603,16,14,0.0,0.0,0.0,0,0,0.0,0,0,0
FIJ,1992,ATH,0,12594,2019,12,12,0.0,0.0,0.0,0,0,0.0,0,0,0
FIJ,1992,SAL,0,12594,398,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1992,WRG,0,12594,187,6,6,0.12179487179487179,0.1282051282051282,0.11538461538461539,16,8,0.0,0,0,0
FIN,1992,JUD,0,12594,433,7,7,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1992,ATH,0,12594,2019,30,20,0.12301587301587301,0.08134920634920635,0.057539682539682536,35,17,0.0,0,1,0
FIN,1992,SAL,0,12594,398,7,5,0.01098901098901099,0.07692307692307693,0.23076923076923078,0,0,0.0,0,0,0
FIN,1992,SWM,0,12594,1603,38,19,0.0,0.0,0.0273972602739726,0,0,0.0,0,0,1
FIN,1992,SHO,0,12594,562,14,10,0.014218009478672985,0.04265402843601896,0.11848341232227488,13,0,0.0,0,0,0
FIN,1992,ARC,0,12594,238,6,2,0.047619047619047616,0.0,0.09523809523809523,0,0,0.0,0,3,0
FIN,1992,WLF,0,12594,244,4,3,0.020833333333333332,0.0,0.041666666666666664,5,0,0.0,0,0,0
FIN,1992,CTR,0,12594,236,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1992,ROW,0,12594,647,3,2,0.04477611940298507,0.0,0.16417910447761194,3,0,0.0,0,0,0
FIN,1992,BDM,0,12594,212,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1992,BOX,0,12594,305,1,1,0.01694915254237288,0.01694915254237288,0.1694915254237288,4,0,0.0,0,0,1
FIN,1992,CSP,0,12594,446,2,2,0.08450704225352113,0.028169014084507043,0.07042253521126761,0,0,0.0,1,0,0
FIN,1992,EDR,0,12594,87,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1992,GRY,0,12594,40,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1992,SWA,0,12594,87,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1992,WRF,0,12594,184,1,1,0.10256410256410256,0.08974358974358974,0.1282051282051282,3,0,0.0,0,0,0
FIN,1992,CRD,0,12594,313,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1992,SWA,0,12594,87,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1992,CSL,0,12594,130,14,4,0.0,0.0,0.25,0,0,4.0,0,1,3
FRA,1992,WPO,0,12594,142,13,1,0.08139534883720931,0.0,0.26744186046511625,0,0,0.0,0,0,0
FRA,1992,SHO,0,12594,562,24,13,0.02976190476190476,0.06845238095238096,0.07738095238095238,34,0,0.0,0,1,0
FRA,1992,VVO,0,12594,218,12,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1992,ROW,0,12594,647,25,8,0.030303030303030304,0.12121212121212122,0.09393939393939393,0,0,0.0,0,0,0
FRA,1992,BOX,0,12594,305,4,4,0.02912621359223301,0.038834951456310676,0.04854368932038835,6,0,0.0,0,0,0
FRA,1992,JUD,0,12594,433,14,14,0.08108108108108109,0.05405405405405406,0.21621621621621623,14,6,0.0,2,1,4
FRA,1992,WLF,0,12594,244,6,5,0.09090909090909091,0.020202020202020204,0.04040404040404041,0,0,0.0,0,0,0
FRA,1992,CSP,0,12594,446,21,10,0.017699115044247787,0.07079646017699115,0.1415929203539823,30,17,0.0,0,0,2
FRA,1992,CTR,0,12594,236,10,7,0.1282051282051282,0.07692307692307693,0.0811965811965812,9,0,0.0,0,0,0
FRA,1992,ATH,0,12594,2019,67,30,0.010922330097087379,0.04247572815533981,0.05825242718446602,95,52,0.0,1,0,0
FRA,1992,SAL,0,12594,398,17,10,0.09259259259259259,0.14074074074074075,0.14444444444444443,22,13,0.0,3,0,0
FRA,1992,SWM,0,12594,1603,56,26,0.00516795865633075,0.025839793281653745,0.046511627906976744,57,39,0.0,0,0,3
FRA,1992,EVE,0,12594,152,8,2,0.02531645569620253,0.012658227848101266,0.06329113924050633,0,0,0.0,0,0,0
FRA,1992,CRD,0,12594,313,10,3,0.15151515151515152,0.022727272727272728,0.08333333333333333,0,0,0.0,0,1,4
FRA,1992,ARC,0,12594,238,10,4,0.08955223880597014,0.3582089552238806,0.19402985074626866,0,0,0.0,1,0,0
FRA,1992,GAR,0,12594,1249,57,13,0.00546448087431694,0.01912568306010929,0.04644808743169399,38,0,0.0,0,0,0
FRA,1992,WRF,0,12594,184,3,3,0.0273972602739726,0.0273972602739726,0.0410958904109589,0,0,0.0,0,0,0
FRA,1992,EJP,0,12594,157,8,2,0.08849557522123894,0.11504424778761062,0.07964601769911504,5,5,0.0,0,0,4
FRA,1992,MPN,0,12594,115,6,2,0.0,0.0,0.09836065573770492,4,0,0.0,0,0,0
FRA,1992,TTE,0,12594,243,9,4,0.0,0.0,0.0,0,0,0.0,0,1,0
FRA,1992,EDR,0,12594,87,8,2,0.13725490196078433,0.13725490196078433,0.0392156862745098,5,0,0.0,0,0,0
FRA,1992,FEN,0,12594,449,32,8,0.17294520547945205,0.1267123287671233,0.11986301369863013,45,23,0.0,2,0,7
FRA,1992,HBL,0,12594,266,16,1,0.0,0.0,0.0,0,0,0.0,0,0,16
FRA,1992,GRY,0,12594,40,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1992,BDM,0,12594,212,6,3,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1992,TEN,0,12594,248,10,4,0.16666666666666666,0.1111111111111111,0.16666666666666666,0,0,0.0,0,0,0
FRA,1992,DIV,0,12594,112,2,2,0.0,0.0196078431372549,0.0,0,0,0.0,0,0,0
FRA,1992,WRG,0,12594,187,6,6,0.012048192771084338,0.012048192771084338,0.024096385542168676,0,0,0.0,0,0,0
FRA,1992,VBV,0,12594,31,1,1,0.0,0.0,0.058823529411764705,0,0,0.0,0,0,0
GAB,1992,BOX,0,12594,305,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GAB,1992,JUD,0,12594,433,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GAB,1992,ATH,0,12594,2019,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GAM,1992,ATH,0,12594,2019,8,5,0.0,0.0,0.0,0,0,4.0,0,0,0
GER,1992,HBL,0,12594,266,32,2,1.0,0.0,0.0,0,0,0.0,0,0,0
GER,1992,ROW,0,12594,647,53,14,0.32335329341317365,0.1497005988023952,0.20359281437125748,0,0,0.0,11,9,22
GER,1992,ATH,0,12594,2019,87,38,0.028790786948176585,0.10556621880998081,0.09021113243761997,0,0,0.0,4,1,5
GER,1992,BKB,0,12594,221,11,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GER,1992,DIV,0,12594,112,8,4,0.08450704225352113,0.08450704225352113,0.07042253521126761,0,0,0.0,0,0,1
GER,1992,EDR,0,12594,87,8,2,0.4074074074074074,0.18518518518518517,0.18518518518518517,0,0,0.0,5,1,1
GER,1992,WRF,0,12594,184,9,9,0.027777777777777776,0.08333333333333333,0.05555555555555555,0,0,0.0,0,1,0
GER,1992,FEN,0,12594,449,32,8,0.045454545454545456,0.032467532467532464,0.13636363636363635,0,0,0.0,10,5,0
GER,1992,EVE,0,12594,152,8,2,0.11428571428571428,0.34285714285714286,0.2,0,0,0.0,0,1,4
GER,1992,HOC,0,12594,271,31,2,0.0,0.22916666666666666,0.3125,0,0,0.0,16,16,0
GER,1992,TEN,0,12594,248,10,4,0.15789473684210525,0.10526315789473684,0.05263157894736842,0,0,0.0,2,1,0
GER,1992,EJP,0,12594,157,7,2,0.3888888888888889,0.05555555555555555,0.1388888888888889,0,0,0.0,1,0,0
GER,1992,CSL,0,12594,130,13,4,0.0,0.0,0.0,0,0,4.0,1,0,1
GER,1992,SAL,0,12594,398,15,8,0.12962962962962962,0.14814814814814814,0.2222222222222222,0,0,0.0,0,0,0
GER,1992,WLF,0,12594,244,10,7,0.08333333333333333,0.0625,0.1875,0,0,0.0,1,0,2
GER,1992,VBV,0,12594,31,1,1,0.14285714285714285,0.14285714285714285,0.0,0,0,0.0,0,0,0
GER,1992,BOX,0,12594,305,11,11,0.037037037037037035,0.16666666666666666,0.07407407407407407,0,0,0.0,2,1,1
GER,1992,SHO,0,12594,562,26,13,0.03225806451612903,0.06451612903225806,0.11290322580645161,0,0,0.0,2,0,1
GER,1992,CSP,0,12594,446,22,11,0.2,0.25,0.16666666666666666,0,0,0.0,13,6,1
GER,1992,WPO,0,12594,142,11,1,0.11940298507462686,0.2835820895522388,0.0,0,0,0.0,0,0,0
GER,1992,WRG,0,12594,187,8,8,0.05,0.18333333333333332,0.11666666666666667,0,0,0.0,1,1,0
GER,1992,SWM,0,12594,1603,79,31,0.06862745098039216,0.16666666666666666,0.09313725490196079,0,0,0.0,1,9,17
GER,1992,GAR,0,12594,1249,83,14,0.11548556430446194,0.01837270341207349,0.03937007874015748,0,0,0.0,0,1,2
GER,1992,MPN,0,12594,115,6,2,0.04,0.0,0.04,0,0,0.0,0,0,0
GER,1992,CRD,0,12594,313,10,3,0.0,0.07692307692307693,0.07692307692307693,0,0,0.0,4,0,0
GER,1992,JUD,0,12594,433,13,13,0.0,0.25,0.25,0,0,0.0,0,0,2
GER,1992,TTE,0,12594,243,8,4,0.0,0.0,0.0,0,0,0.0,0,2,0
GER,1992,CTR,0,12594,236,11,7,0.07954545454545454,0.1590909090909091,0.10227272727272728,0,0,0.0,7,2,0
GER,1992,BDM,0,12594,212,7,4,0.0,0.0,0.0,0,0,0.0,0,0,0
GER,1992,ARC,0,12594,238,12,4,0.0,0.0,0.0,0,0,0.0,0,0,0
GER,1992,GRY,0,12594,40,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GER,1992,SWA,0,12594,87,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GHA,1992,FBL,0,12594,214,14,1,0.0,0.0,0.0,0,0,0.0,0,0,20
GHA,1992,BOX,0,12594,305,4,4,0.0,0.037037037037037035,0.07407407407407407,0,0,0.0,0,0,0
GHA,1992,ATH,0,12594,2019,13,6,0.0,0.0,0.0,0,0,0.0,0,0,0
GHA,1992,TTE,0,12594,243,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1992,ATH,0,12594,2019,105,42,0.05134680134680135,0.09932659932659933,0.07828282828282829,165,86,0.0,2,0,12
GBR,1992,SWM,0,12594,1603,65,30,0.03305785123966942,0.05454545454545454,0.07768595041322314,107,55,0.0,0,0,1
GBR,1992,SHO,0,12594,562,8,7,0.08544303797468354,0.11075949367088607,0.10126582278481013,28,10,0.0,0,0,0
GBR,1992,DIV,0,12594,112,5,4,0.0,0.008130081300813009,0.032520325203252036,0,0,0.0,0,0,0
GBR,1992,HOC,0,12594,271,29,2,0.22905027932960895,0.1340782122905028,0.27932960893854747,43,29,0.0,0,0,16
GBR,1992,ROW,0,12594,647,45,12,0.15517241379310345,0.22701149425287356,0.05747126436781609,65,32,0.0,5,0,0
GBR,1992,GAR,0,12594,1249,58,13,0.0,0.0018281535648994515,0.06398537477148081,0,0,0.0,0,0,0
GBR,1992,FEN,0,12594,449,23,7,0.002564102564102564,0.06923076923076923,0.0,0,0,0.0,0,0,0
GBR,1992,JUD,0,12594,433,14,14,0.0,0.10526315789473684,0.18421052631578946,14,0,0.0,0,2,2
GBR,1992,SAL,0,12594,398,16,10,0.3045977011494253,0.16666666666666666,0.09770114942528736,26,13,0.0,0,0,3
GBR,1992,CSP,0,12594,446,14,9,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1992,CTR,0,12594,236,7,4,0.06532663316582915,0.11557788944723618,0.18592964824120603,0,0,0.0,1,0,0
GBR,1992,WLF,0,12594,244,6,4,0.009433962264150943,0.02830188679245283,0.02830188679245283,9,0,0.0,0,0,0
GBR,1992,MPN,0,12594,115,6,2,0.045454545454545456,0.0,0.045454545454545456,4,4,0.0,0,0,0
GBR,1992,BOX,0,12594,305,10,10,0.07236842105263158,0.05921052631578947,0.10526315789473684,17,0,0.0,0,0,1
GBR,1992,TEN,0,12594,248,9,4,0.23711340206185566,0.1958762886597938,0.1958762886597938,0,0,0.0,0,0,0
GBR,1992,CRD,0,12594,313,10,3,0.0,0.18181818181818182,0.013986013986013986,0,0,0.0,0,0,0
GBR,1992,TTE,0,12594,243,8,4,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1992,CSL,0,12594,130,11,4,0.0,0.0,0.0,0,0,20.0,0,1,0
GBR,1992,EDR,0,12594,87,8,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1992,ARC,0,12594,238,12,4,0.02857142857142857,0.02857142857142857,0.05714285714285714,9,9,0.0,0,0,4
GBR,1992,EJP,0,12594,157,8,2,0.05084745762711865,0.1016949152542373,0.15254237288135594,5,0,0.0,0,0,0
GBR,1992,BDM,0,12594,212,10,4,0.0,0.0,0.0,0,0,4.0,0,0,0
GBR,1992,SWA,0,12594,87,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1992,WRF,0,12594,184,1,1,0.020689655172413793,0.027586206896551724,0.06896551724137931,7,0,0.0,0,0,0
GBR,1992,GRY,0,12594,40,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1992,EVE,0,12594,152,8,2,0.16216216216216217,0.13513513513513514,0.08108108108108109,11,6,0.0,0,0,0
GRE,1992,WRG,0,12594,187,6,6,0.015384615384615385,0.046153846153846156,0.06153846153846154,10,0,0.0,0,0,0
GRE,1992,WRF,0,12594,184,5,5,0.0,0.0,0.041666666666666664,0,0,0.0,0,0,0
GRE,1992,FEN,0,12594,449,1,1,0.03571428571428571,0.07142857142857142,0.03571428571428571,0,0,0.0,0,0,0
GRE,1992,ATH,0,12594,2019,11,8,0.010273972602739725,0.0273972602739726,0.04452054794520548,0,0,0.0,1,0,0
GRE,1992,SHO,0,12594,562,6,6,0.01968503937007874,0.04330708661417323,0.027559055118110236,0,0,0.0,0,0,0
GRE,1992,TEN,0,12594,248,5,3,0.029411764705882353,0.23529411764705882,0.11764705882352941,0,0,0.0,0,0,0
GRE,1992,SAL,0,12594,398,7,5,0.061224489795918366,0.02040816326530612,0.061224489795918366,0,0,0.0,0,0,0
GRE,1992,WPO,0,12594,142,9,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,1992,WLF,0,12594,244,5,5,0.04878048780487805,0.0,0.04878048780487805,0,0,0.0,1,0,0
GRE,1992,JUD,0,12594,433,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,1992,ROW,0,12594,647,2,2,0.16037735849056603,0.2358490566037736,0.0660377358490566,0,0,0.0,0,0,0
GRE,1992,MPN,0,12594,115,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,1992,SWM,0,12594,1603,3,2,0.019230769230769232,0.057692307692307696,0.038461538461538464,0,0,0.0,0,0,0
GRE,1992,CTR,0,12594,236,2,2,0.0,0.12,0.0,0,0,0.0,0,0,0
GRE,1992,GRY,0,12594,40,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,1992,DIV,0,12594,112,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,1992,BOX,0,12594,305,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,1992,SWA,0,12594,87,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRN,1992,ATH,0,12594,2019,5,5,0.0,0.0,0.0,0,0,4.0,0,0,0
GUM,1992,ATH,0,12594,2019,2,2,0.0,0.0,0.0,0,0,4.0,0,0,0
GUM,1992,CRD,0,12594,313,8,3,0.0,0.0,0.0,0,0,0.0,0,0,0
GUM,1992,CTR,0,12594,236,6,3,0.0,0.0,0.0,0,0,0.0,0,0,0
GUM,1992,ARC,0,12594,238,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUM,1992,SAL,0,12594,398,2,2,0.0,0.0,0.0,0,0,4.0,0,0,0
GUM,1992,SWM,0,12594,1603,22,12,0.0,0.0,0.0,0,0,0.0,0,0,0
GUM,1992,JUD,0,12594,433,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GUM,1992,WLF,0,12594,244,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUM,1992,WRF,0,12594,184,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,1992,BOX,0,12594,305,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,1992,SHO,0,12594,562,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,1992,SWM,0,12594,1603,28,15,0.0,0.0,0.0,0,0,4.0,0,0,0
GUA,1992,WLF,0,12594,244,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,1992,GAR,0,12594,1249,5,5,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,1992,WRG,0,12594,187,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,1992,VBV,0,12594,31,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUA,1992,MPN,0,12594,115,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUI,1992,JUD,0,12594,433,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
GUI,1992,ATH,0,12594,2019,8,8,0.0,0.0,0.0,0,0,12.0,0,0,0
GUY,1992,BOX,0,12594,305,2,2,0.0,0.0,0.0,0,0,4.0,0,0,0
GUY,1992,ATH,0,12594,2019,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
GUY,1992,CRD,0,12594,313,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GUY,1992,CTR,0,12594,236,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HAI,1992,JUD,0,12594,433,5,5,0.0,0.0,0.0,0,0,0.0,0,0,0
HAI,1992,ATH,0,12594,2019,3,3,0.0,0.047619047619047616,0.0,0,0,0.0,0,0,0
HON,1992,ATH,0,12594,2019,5,5,0.0,0.0,0.0,0,0,4.0,0,0,0
HON,1992,SWM,0,12594,1603,20,18,0.0,0.0,0.0,0,0,0.0,0,0,0
HON,1992,WLF,0,12594,244,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HON,1992,FEN,0,12594,449,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,1992,JUD,0,12594,433,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,1992,TTE,0,12594,243,6,3,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,1992,BDM,0,12594,212,5,3,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,1992,ATH,0,12594,2019,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,1992,SWM,0,12594,1603,31,16,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,1992,ROW,0,12594,647,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,1992,CSP,0,12594,446,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,1992,SAL,0,12594,398,4,3,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,1992,ARC,0,12594,238,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,1992,FEN,0,12594,449,3,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HKG,1992,SHO,0,12594,562,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,1992,FEN,0,12594,449,32,8,0.2755681818181818,0.11647727272727272,0.1875,22,22,0.0,1,10,0
HUN,1992,CSP,0,12594,446,23,12,0.10526315789473684,0.2807017543859649,0.2543859649122807,15,15,0.0,4,6,3
HUN,1992,SHO,0,12594,562,26,13,0.03821656050955414,0.01910828025477707,0.03821656050955414,18,18,0.0,0,0,0
HUN,1992,SWM,0,12594,1603,31,19,0.07508532423208192,0.07508532423208192,0.06484641638225255,19,19,0.0,5,3,1
HUN,1992,ATH,0,12594,2019,27,18,0.022004889975550123,0.034229828850855744,0.061124694376528114,0,0,0.0,0,0,0
HUN,1992,GAR,0,12594,1249,84,14,0.028960817717206135,0.07495741056218058,0.07666098807495741,50,0,0.0,1,1,0
HUN,1992,WLF,0,12594,244,10,6,0.03278688524590164,0.11475409836065574,0.13114754098360656,9,9,0.0,0,0,0
HUN,1992,TTE,0,12594,243,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,1992,WPO,0,12594,142,10,1,0.4722222222222222,0.2013888888888889,0.25,0,0,0.0,0,0,0
HUN,1992,BOX,0,12594,305,7,7,0.11428571428571428,0.02857142857142857,0.05714285714285714,9,0,0.0,0,0,3
HUN,1992,HBL,0,12594,266,14,1,0.0,0.0,0.15384615384615385,0,0,0.0,0,0,0
HUN,1992,SAL,0,12594,398,8,5,0.0,0.0,0.07692307692307693,0,0,0.0,0,0,0
HUN,1992,WRG,0,12594,187,9,9,0.104,0.072,0.088,10,10,0.0,2,0,0
HUN,1992,VBV,0,12594,31,1,1,0.125,0.0,0.0,0,0,0.0,0,0,0
HUN,1992,EVE,0,12594,152,8,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,1992,JUD,0,12594,433,12,12,0.0,0.0,0.1111111111111111,0,0,0.0,1,2,1
HUN,1992,DIV,0,12594,112,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,1992,BDM,0,12594,212,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,1992,ROW,0,12594,647,8,5,0.0,0.027972027972027972,0.027972027972027972,0,0,0.0,0,0,0
